acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churned,recruit_date,cancel_date,tenure_months,tenure_bin,monthly_revenue_rate
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3310,0,2017-01-01,,60.381077529566355,60,54.81849836779108
online,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,960,1,2017-01-01,2018-11-01,22.0,22,43.63636363636363
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2560,0,2017-01-01,,60.381077529566355,60,42.397388465723616
phone,2017-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,650,1,2016-01-01,2017-03-01,14.0,14,46.42857142857143
outgoing call - promo,2018-05,16.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,360,1,2017-01-01,2018-05-01,16.0,16,22.5
phone,2017-02,1.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,90,1,2017-01-01,2017-02-01,1.0,1,90.0
outgoing call - promo,2018-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,210,1,2017-01-01,2018-02-01,13.0,13,16.153846153846153
pos,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,240,1,2016-01-01,2016-07-01,6.0,6,40.0
phone,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,340,1,2016-01-01,2016-08-01,7.0,7,48.57142857142857
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2790,0,2016-01-01,,72.40473061760841,72,38.53339382940109
online,2017-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2270,1,2016-01-01,2017-10-01,21.0,21,108.0952380952381
pos,2019-09,32.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1480,1,2017-01-01,2019-09-01,32.0,30,46.25
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,0,2017-01-01,,60.381077529566355,60,40.244396082698586
outgoing call - promo,2017-04,15.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,280,1,2016-01-01,2017-04-01,15.0,15,18.666666666666668
outgoing call - promo,2018-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-02-01,13.0,13,13.076923076923077
online,2019-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1110,1,2017-01-01,2019-04-01,27.0,27,41.111111111111114
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3320,0,2016-01-01,,72.40473061760841,72,45.85335753176044
pos,2018-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1100,1,2017-01-01,2018-11-01,22.0,22,50.0
pos,2017-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1200,1,2016-01-01,2017-08-01,19.0,19,63.1578947368421
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
phone,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,450,1,2016-01-01,2016-07-01,6.0,6,75.0
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,0,2016-01-01,,72.40473061760841,72,40.19074410163339
phone,2018-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,870,1,2017-01-01,2018-10-01,21.0,21,41.42857142857143
pos,2018-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,920,1,2016-01-01,2018-04-01,27.0,27,34.074074074074076
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,50,1,2017-01-01,2017-01-01,0.0,0,inf
phone,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,380,1,2016-01-01,2016-09-01,8.0,8,47.5
phone,2021-11,70.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,1,2016-01-01,2021-11-01,70.0,66,41.285714285714285
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,240,1,2016-01-01,2017-03-01,14.0,14,17.142857142857142
outgoing call - promo,2016-04,3.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,120,1,2016-01-01,2016-04-01,3.0,3,40.0
phone,2019-08,31.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1140,1,2017-01-01,2019-08-01,31.0,30,36.774193548387096
online,2017-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,580,1,2016-01-01,2017-02-01,13.0,13,44.61538461538461
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2090,0,2017-01-01,,60.381077529566355,60,34.61349292709467
online,2017-06,5.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,240,1,2017-01-01,2017-06-01,5.0,5,48.0
online,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1350,1,2016-01-01,2018-02-01,25.0,24,54.0
outgoing call - promo,2018-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,800,1,2017-01-01,2018-03-01,14.0,14,57.142857142857146
phone,2019-10,45.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2120,1,2016-01-01,2019-10-01,45.0,42,47.111111111111114
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,8790,0,2016-01-01,,72.40473061760841,72,121.40090744101634
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2910,0,2016-01-01,,72.40473061760841,72,40.19074410163339
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1970,0,2017-01-01,,60.381077529566355,60,32.626115342763875
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,5640,0,2016-01-01,,72.40473061760841,72,77.89546279491833
phone,2019-12,35.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1590,1,2017-01-01,2019-12-01,35.0,33,45.42857142857143
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,240,1,2016-01-01,2017-03-01,14.0,14,17.142857142857142
online,2020-09,56.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3710,1,2016-01-01,2020-09-01,56.0,54,66.25
outgoing call - promo,2018-05,16.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-05-01,16.0,16,10.625
online,2017-06,5.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,240,1,2017-01-01,2017-06-01,5.0,5,48.0
phone,2018-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2200,1,2016-01-01,2018-01-01,24.0,24,91.66666666666667
phone,2020-07,42.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1960,1,2017-01-01,2020-07-01,42.0,42,46.666666666666664
online,2019-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1120,1,2017-01-01,2019-01-01,24.0,24,46.666666666666664
online,2016-05,4.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,220,1,2016-01-01,2016-05-01,4.0,4,55.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4320,0,2016-01-01,,72.40473061760841,72,59.66460980036298
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3580,0,2017-01-01,,60.381077529566355,60,59.29009793253537
outgoing call - promo,2018-04,15.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,290,1,2017-01-01,2018-04-01,15.0,15,19.333333333333332
online,2018-06,29.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1370,1,2016-01-01,2018-06-01,29.0,27,47.241379310344826
outgoing call - promo,2021-11,58.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1720,1,2017-01-01,2021-11-01,58.0,54,29.655172413793103
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2540,0,2017-01-01,,60.381077529566355,60,42.06615886833515
online,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,90,1,2016-01-01,2016-08-01,7.0,7,12.857142857142858
online,,,adsl,True,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2730,0,2016-01-01,,72.40473061760841,72,37.70471869328494
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2680,0,2017-01-01,,60.381077529566355,60,44.38476605005441
phone,2019-03,38.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2380,1,2016-01-01,2019-03-01,38.0,36,62.63157894736842
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1870,0,2017-01-01,,60.381077529566355,60,30.96996735582155
outgoing call - promo,2021-04,63.0,adsl,True,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2570,1,2016-01-01,2021-04-01,63.0,60,40.79365079365079
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3090,0,2016-01-01,,72.40473061760841,72,42.67676950998185
phone,2019-12,47.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3170,1,2016-01-01,2019-12-01,47.0,42,67.44680851063829
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3900,0,2016-01-01,,72.40473061760841,72,53.863883847549914
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2740,0,2017-01-01,,60.381077529566355,60,45.37845484221981
online,2018-01,24.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,940,1,2016-01-01,2018-01-01,24.0,24,39.166666666666664
outgoing call - promo,2019-02,25.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1030,1,2017-01-01,2019-02-01,25.0,24,41.2
online,2018-12,23.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1010,1,2017-01-01,2018-12-01,23.0,23,43.91304347826087
online,2017-11,22.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1530,1,2016-01-01,2017-11-01,22.0,22,69.54545454545455
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3260,0,2016-01-01,,72.40473061760841,72,45.024682395644284
outgoing call - promo,2021-07,54.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2050,1,2017-01-01,2021-07-01,54.0,54,37.96296296296296
online,2021-03,50.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2140,1,2017-01-01,2021-03-01,50.0,48,42.8
pos,2017-12,23.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1660,1,2016-01-01,2017-12-01,23.0,23,72.17391304347827
phone,2019-08,43.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1800,1,2016-01-01,2019-08-01,43.0,42,41.86046511627907
phone,2019-02,37.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1570,1,2016-01-01,2019-02-01,37.0,36,42.432432432432435
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
phone,2018-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2070,1,2016-01-01,2018-04-01,27.0,27,76.66666666666667
outgoing call - promo,2018-05,16.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,400,1,2017-01-01,2018-05-01,16.0,16,25.0
pos,2019-05,28.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1340,1,2017-01-01,2019-05-01,28.0,27,47.857142857142854
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2710,0,2016-01-01,,72.40473061760841,72,37.42849364791289
phone,2018-12,35.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2300,1,2016-01-01,2018-12-01,35.0,33,65.71428571428571
outgoing call - promo,2020-04,39.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1600,1,2017-01-01,2020-04-01,39.0,36,41.02564102564103
phone,2018-02,25.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1770,1,2016-01-01,2018-02-01,25.0,24,70.8
outgoing call - promo,2020-02,49.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1730,1,2016-01-01,2020-02-01,49.0,48,35.30612244897959
online,2017-05,4.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,1,2017-01-01,2017-05-01,4.0,4,67.5
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,0,2016-01-01,,72.40473061760841,72,39.50018148820327
outgoing call - promo,2020-01,36.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1500,1,2017-01-01,2020-01-01,36.0,36,41.666666666666664
outgoing call - promo,2019-04,27.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,970,1,2017-01-01,2019-04-01,27.0,27,35.925925925925924
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2090,0,2017-01-01,,60.381077529566355,60,34.61349292709467
online,2018-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,540,1,2017-01-01,2018-06-01,17.0,17,31.764705882352942
pos,2017-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,870,1,2016-01-01,2017-10-01,21.0,21,41.42857142857143
outgoing call - promo,2017-10,21.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,890,1,2016-01-01,2017-10-01,21.0,21,42.38095238095238
phone,2019-07,42.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1860,1,2016-01-01,2019-07-01,42.0,42,44.285714285714285
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2620,0,2016-01-01,,72.40473061760841,72,36.18548094373866
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3980,0,2016-01-01,,72.40473061760841,72,54.96878402903811
outgoing call - promo,2018-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,630,1,2016-01-01,2018-01-01,24.0,24,26.25
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3640,0,2016-01-01,,72.40473061760841,72,50.27295825771325
online,2016-10,9.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,520,1,2016-01-01,2016-10-01,9.0,9,57.77777777777778
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,0,2017-01-01,,60.381077529566355,60,40.07878128400436
pos,2020-03,38.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1630,1,2017-01-01,2020-03-01,38.0,36,42.89473684210526
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2390,0,2017-01-01,,60.381077529566355,60,39.58193688792166
pos,2017-10,21.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,880,1,2016-01-01,2017-10-01,21.0,21,41.904761904761905
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,710,0,2017-01-01,,60.381077529566355,60,11.758650707290535
phone,2017-10,9.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,640,1,2017-01-01,2017-10-01,9.0,9,71.11111111111111
pos,2021-11,70.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3000,1,2016-01-01,2021-11-01,70.0,66,42.857142857142854
phone,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,240,1,2016-01-01,2016-08-01,7.0,7,34.285714285714285
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2540,0,2017-01-01,,60.381077529566355,60,42.06615886833515
phone,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,370,1,2016-01-01,2016-07-01,6.0,6,61.666666666666664
outgoing call - promo,2020-09,56.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2580,1,2016-01-01,2020-09-01,56.0,54,46.07142857142857
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3470,0,2017-01-01,,60.381077529566355,60,57.46833514689881
phone,2017-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,520,1,2017-01-01,2017-11-01,10.0,10,52.0
phone,2016-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,420,1,2016-01-01,2016-11-01,10.0,10,42.0
outgoing call - promo,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3500,0,2016-01-01,,72.40473061760841,72,48.3393829401089
phone,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1020,1,2016-01-01,2018-02-01,25.0,24,40.8
phone,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,190,1,2016-01-01,2016-01-01,0.0,0,inf
phone,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,310,1,2016-01-01,2016-07-01,6.0,6,51.666666666666664
phone,2018-12,35.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1330,1,2016-01-01,2018-12-01,35.0,33,38.0
online,2016-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,40,1,2016-01-01,2016-08-01,7.0,7,5.714285714285714
online,2017-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,570,1,2016-01-01,2017-03-01,14.0,14,40.714285714285715
outgoing call - promo,2017-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,200,1,2016-01-01,2017-02-01,13.0,13,15.384615384615385
